pathway	pval	padj	ES	NES	collection	label	dataset	contrast	tissue	sex
HALLMARK_ESTROGEN_RESPONSE_LATE	0.443526170798898	0.599359690268781	0.21910341740289	1.01030809531919	Hallmark	GXL_C1_Muscle_female	GXL	C1	Muscle	female
HALLMARK_FATTY_ACID_METABOLISM	0.883561643835616	0.901593514117976	-0.167544295948623	-0.848457869422541	Hallmark	GXL_C1_Muscle_female	GXL	C1	Muscle	female
HALLMARK_G2M_CHECKPOINT	0.0183213164631012	0.0704666017811586	0.295441709427962	1.37458374361529	Hallmark	GXL_C1_Muscle_female	GXL	C1	Muscle	female
HALLMARK_GLYCOLYSIS	0.239543726235741	0.362945039751123	-0.203758989353506	-1.07235104737621	Hallmark	GXL_C1_Muscle_female	GXL	C1	Muscle	female
HALLMARK_HEDGEHOG_SIGNALING	0.0258483596592653	0.0880727465557016	0.446651690206951	1.54203503519049	Hallmark	GXL_C1_Muscle_female	GXL	C1	Muscle	female
HALLMARK_HEME_METABOLISM	0.558052434456929	0.661418865952443	-0.186258464175815	-0.972097712064949	Hallmark	GXL_C1_Muscle_female	GXL	C1	Muscle	female
HALLMARK_HYPOXIA	0.204330175913396	0.329564799860317	0.244838708977642	1.14160456189724	Hallmark	GXL_C1_Muscle_female	GXL	C1	Muscle	female
HALLMARK_IL2_STAT5_SIGNALING	0.00516643710507194	0.0234838050230543	0.316018487652616	1.47014745216981	Hallmark	GXL_C1_Muscle_female	GXL	C1	Muscle	female
HALLMARK_IL6_JAK_STAT3_SIGNALING	0.0748091603053435	0.162628609359442	0.327632955023767	1.34240073331319	Hallmark	GXL_C1_Muscle_female	GXL	C1	Muscle	female
HALLMARK_INFLAMMATORY_RESPONSE	0.129032258064516	0.2389486260454	0.265782722661761	1.21481148732128	Hallmark	GXL_C1_Muscle_female	GXL	C1	Muscle	female
HALLMARK_INTERFERON_ALPHA_RESPONSE	0.814814814814815	0.86682427107959	0.191497584553354	0.814871063817471	Hallmark	GXL_C1_Muscle_female	GXL	C1	Muscle	female
HALLMARK_INTERFERON_GAMMA_RESPONSE	0.0397350993377483	0.114728237487452	0.279945124587301	1.3173894232902	Hallmark	GXL_C1_Muscle_female	GXL	C1	Muscle	female
HALLMARK_KRAS_SIGNALING_DN	0.476047904191617	0.626378821304759	0.230445155795491	0.989271483909269	Hallmark	GXL_C1_Muscle_female	GXL	C1	Muscle	female
HALLMARK_KRAS_SIGNALING_UP	0.0634278002699055	0.151018572071204	0.273990963850089	1.27558238617166	Hallmark	GXL_C1_Muscle_female	GXL	C1	Muscle	female
HALLMARK_MITOTIC_SPINDLE	2.89597016473419e-09	7.23992541183548e-08	0.44825796461695	2.10073825948168	Hallmark	GXL_C1_Muscle_female	GXL	C1	Muscle	female
HALLMARK_MTORC1_SIGNALING	0.00468037395531615	0.0234018697765808	-0.277331499431945	-1.46901539089413	Hallmark	GXL_C1_Muscle_female	GXL	C1	Muscle	female
HALLMARK_MYC_TARGETS_V1	2.44958953897623e-05	0.000306198692372028	-0.337810637355684	-1.78937129932848	Hallmark	GXL_C1_Muscle_female	GXL	C1	Muscle	female
HALLMARK_MYC_TARGETS_V2	0.969558599695586	0.969558599695586	0.165297082359077	0.649334896031025	Hallmark	GXL_C1_Muscle_female	GXL	C1	Muscle	female
HALLMARK_MYOGENESIS	8.2048546727511e-05	0.00082048546727511	-0.320389996149625	-1.69402032723313	Hallmark	GXL_C1_Muscle_female	GXL	C1	Muscle	female
HALLMARK_NOTCH_SIGNALING	0.520504731861199	0.651676829268293	0.277420954735632	0.957777259278088	Hallmark	GXL_C1_Muscle_female	GXL	C1	Muscle	female
HALLMARK_OXIDATIVE_PHOSPHORYLATION	1.98602961012635e-18	9.93014805063177e-17	-0.523431726362603	-2.7475330978835	Hallmark	GXL_C1_Muscle_female	GXL	C1	Muscle	female
HALLMARK_P53_PATHWAY	0.0892143808255659	0.182410423452769	0.262899428396275	1.23555773107838	Hallmark	GXL_C1_Muscle_female	GXL	C1	Muscle	female
HALLMARK_PANCREAS_BETA_CELLS	0.134803921568627	0.240721288515406	-0.431927710222277	-1.33922668670655	Hallmark	GXL_C1_Muscle_female	GXL	C1	Muscle	female
HALLMARK_PEROXISOME	0.693452380952381	0.770502645502645	-0.192498504904247	-0.904009413871163	Hallmark	GXL_C1_Muscle_female	GXL	C1	Muscle	female
HALLMARK_PI3K_AKT_MTOR_SIGNALING	0.713004484304933	0.775004874244492	0.205040003507045	0.873606081970287	Hallmark	GXL_C1_Muscle_female	GXL	C1	Muscle	female
HALLMARK_PROTEIN_SECRETION	0.0398507356633531	0.114728237487452	-0.284320863511659	-1.35069576590972	Hallmark	GXL_C1_Muscle_female	GXL	C1	Muscle	female
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	0.000501855413983287	0.00313659633739555	-0.45946474477862	-1.85932413357707	Hallmark	GXL_C1_Muscle_female	GXL	C1	Muscle	female
HALLMARK_SPERMATOGENESIS	0.879656160458453	0.901593514117976	-0.177716575817529	-0.782746527588547	Hallmark	GXL_C1_Muscle_female	GXL	C1	Muscle	female
HALLMARK_TGF_BETA_SIGNALING	0.521341463414634	0.651676829268293	0.24867523330436	0.968141876957116	Hallmark	GXL_C1_Muscle_female	GXL	C1	Muscle	female
HALLMARK_TNFA_SIGNALING_VIA_NFKB	0.0433017591339648	0.114728237487452	0.281037855577951	1.30774856808999	Hallmark	GXL_C1_Muscle_female	GXL	C1	Muscle	female
HALLMARK_UNFOLDED_PROTEIN_RESPONSE	0.555389221556886	0.661418865952443	0.220387300573006	0.950036868655095	Hallmark	GXL_C1_Muscle_female	GXL	C1	Muscle	female
HALLMARK_UV_RESPONSE_DN	0.568820224719101	0.661418865952443	0.209792341426555	0.948651481289801	Hallmark	GXL_C1_Muscle_female	GXL	C1	Muscle	female
HALLMARK_UV_RESPONSE_UP	0.221453287197232	0.346020761245675	-0.218011485072185	-1.1005116879556	Hallmark	GXL_C1_Muscle_female	GXL	C1	Muscle	female
HALLMARK_WNT_BETA_CATENIN_SIGNALING	0.0912052117263844	0.182410423452769	0.376526751551662	1.35239343806359	Hallmark	GXL_C1_Muscle_female	GXL	C1	Muscle	female
HALLMARK_XENOBIOTIC_METABOLISM	0.12859097127223	0.2389486260454	0.261459538669108	1.21073395166574	Hallmark	GXL_C1_Muscle_female	GXL	C1	Muscle	female
HALLMARK_ADIPOGENESIS	0.00510046078451517	0.0231839126568871	0.311077151472526	1.47901073176733	Hallmark	GXL_C2_Muscle_female	GXL	C2	Muscle	female
HALLMARK_ALLOGRAFT_REJECTION	0.0764192139737991	0.152838427947598	-0.260315955097378	-1.25378944155984	Hallmark	GXL_C2_Muscle_female	GXL	C2	Muscle	female
HALLMARK_ANDROGEN_RESPONSE	0.429166666666667	0.555163490943308	-0.228972345229137	-1.01536315348418	Hallmark	GXL_C2_Muscle_female	GXL	C2	Muscle	female
HALLMARK_ANGIOGENESIS	0.00482230957971862	0.0231839126568871	-0.482899676027992	-1.68387922701103	Hallmark	GXL_C2_Muscle_female	GXL	C2	Muscle	female
HALLMARK_APICAL_JUNCTION	0.0193873277822817	0.0571929359952506	-0.281867230768679	-1.36982824256347	Hallmark	GXL_C2_Muscle_female	GXL	C2	Muscle	female
HALLMARK_APICAL_SURFACE	0.854684512428298	0.872127053498264	0.221950860674192	0.774521948952475	Hallmark	GXL_C2_Muscle_female	GXL	C2	Muscle	female
HALLMARK_APOPTOSIS	0.0153585196432049	0.0511950654773496	-0.302871926965709	-1.43726340842331	Hallmark	GXL_C2_Muscle_female	GXL	C2	Muscle	female
HALLMARK_BILE_ACID_METABOLISM	0.209213051823417	0.298875788319166	0.271509119766516	1.15569190970891	Hallmark	GXL_C2_Muscle_female	GXL	C2	Muscle	female
HALLMARK_CHOLESTEROL_HOMEOSTASIS	0.682509505703422	0.758343895226025	0.21190046357318	0.872169288455862	Hallmark	GXL_C2_Muscle_female	GXL	C2	Muscle	female
HALLMARK_COAGULATION	0.0573214783482801	0.12338648443432	-0.288889440260103	-1.31899985657294	Hallmark	GXL_C2_Muscle_female	GXL	C2	Muscle	female
HALLMARK_COMPLEMENT	0.0585630546425692	0.12338648443432	-0.26012381195371	-1.26428066893265	Hallmark	GXL_C2_Muscle_female	GXL	C2	Muscle	female
HALLMARK_DNA_REPAIR	3.98482552540623e-06	4.98103190675779e-05	0.411480883185587	1.87466457643255	Hallmark	GXL_C2_Muscle_female	GXL	C2	Muscle	female
HALLMARK_E2F_TARGETS	0.0989399293286219	0.161290322580645	0.258380556519696	1.21326385504128	Hallmark	GXL_C2_Muscle_female	GXL	C2	Muscle	female
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	2.91505639961023e-16	1.45752819980512e-14	-0.5224158787451	-2.57227947748755	Hallmark	GXL_C2_Muscle_female	GXL	C2	Muscle	female
HALLMARK_ESTROGEN_RESPONSE_EARLY	0.157175398633257	0.235161632220456	-0.233555166563914	-1.13514898923843	Hallmark	GXL_C2_Muscle_female	GXL	C2	Muscle	female
HALLMARK_ESTROGEN_RESPONSE_LATE	0.0865603644646925	0.160296971230912	-0.250966373104156	-1.21676230447116	Hallmark	GXL_C2_Muscle_female	GXL	C2	Muscle	female
HALLMARK_FATTY_ACID_METABOLISM	0.43302752293578	0.555163490943308	0.223403503428855	1.01491561436273	Hallmark	GXL_C2_Muscle_female	GXL	C2	Muscle	female
HALLMARK_G2M_CHECKPOINT	0.788990825688073	0.821865443425077	-0.180357976909901	-0.882838921995005	Hallmark	GXL_C2_Muscle_female	GXL	C2	Muscle	female
HALLMARK_GLYCOLYSIS	0.778761061946903	0.821865443425077	0.186315005832182	0.872762180289561	Hallmark	GXL_C2_Muscle_female	GXL	C2	Muscle	female
HALLMARK_HEDGEHOG_SIGNALING	0.1	0.161290322580645	-0.378162616345306	-1.30617219855337	Hallmark	GXL_C2_Muscle_female	GXL	C2	Muscle	female
HALLMARK_HEME_METABOLISM	0.714788732394366	0.776944274341702	0.191703496338595	0.893689157362114	Hallmark	GXL_C2_Muscle_female	GXL	C2	Muscle	female
HALLMARK_HYPOXIA	0.0592255125284738	0.12338648443432	-0.253339624070655	-1.24739760475259	Hallmark	GXL_C2_Muscle_female	GXL	C2	Muscle	female
HALLMARK_IL2_STAT5_SIGNALING	0.0194455982383852	0.0571929359952506	-0.279702420000972	-1.36359063173273	Hallmark	GXL_C2_Muscle_female	GXL	C2	Muscle	female
HALLMARK_IL6_JAK_STAT3_SIGNALING	0.00011365972478516	0.000811855177036854	-0.451674614418547	-1.90635213521335	Hallmark	GXL_C2_Muscle_female	GXL	C2	Muscle	female
HALLMARK_INFLAMMATORY_RESPONSE	1.14061035971112e-08	2.76199907084159e-07	-0.447272073058682	-2.15513902770731	Hallmark	GXL_C2_Muscle_female	GXL	C2	Muscle	female
HALLMARK_INTERFERON_ALPHA_RESPONSE	2.41557245850609e-05	0.000241557245850609	-0.447442707018011	-1.98519386047003	Hallmark	GXL_C2_Muscle_female	GXL	C2	Muscle	female
HALLMARK_INTERFERON_GAMMA_RESPONSE	1.65719944250495e-08	2.76199907084159e-07	-0.416057403890314	-2.05842803807786	Hallmark	GXL_C2_Muscle_female	GXL	C2	Muscle	female
HALLMARK_KRAS_SIGNALING_DN	0.148068669527897	0.231357296137339	-0.261696923575027	-1.16989241446798	Hallmark	GXL_C2_Muscle_female	GXL	C2	Muscle	female
HALLMARK_KRAS_SIGNALING_UP	0.0825688073394495	0.15878616796048	-0.245094995020902	-1.20417778275677	Hallmark	GXL_C2_Muscle_female	GXL	C2	Muscle	female
HALLMARK_MITOTIC_SPINDLE	0.616252821670429	0.733634311512415	-0.191975130961911	-0.950091527564465	Hallmark	GXL_C2_Muscle_female	GXL	C2	Muscle	female
HALLMARK_MTORC1_SIGNALING	0.523049645390071	0.653812056737589	0.206051208705415	0.978152109935099	Hallmark	GXL_C2_Muscle_female	GXL	C2	Muscle	female
HALLMARK_MYC_TARGETS_V1	0.675531914893617	0.758343895226025	0.193511319446326	0.918623611101264	Hallmark	GXL_C2_Muscle_female	GXL	C2	Muscle	female
HALLMARK_MYC_TARGETS_V2	0.95906432748538	0.95906432748538	0.176909156425826	0.689275357212934	Hallmark	GXL_C2_Muscle_female	GXL	C2	Muscle	female
HALLMARK_MYOGENESIS	0.00349248240831188	0.0194026800461771	-0.300483543680603	-1.49144001410658	Hallmark	GXL_C2_Muscle_female	GXL	C2	Muscle	female
HALLMARK_NOTCH_SIGNALING	0.675	0.758343895226025	-0.254635766519734	-0.879510942143748	Hallmark	GXL_C2_Muscle_female	GXL	C2	Muscle	female
HALLMARK_OXIDATIVE_PHOSPHORYLATION	0.00895624331822335	0.0373176804925973	0.299069379061476	1.40609248017815	Hallmark	GXL_C2_Muscle_female	GXL	C2	Muscle	female
HALLMARK_P53_PATHWAY	0.15990990990991	0.235161632220456	-0.227280865362761	-1.12913375142569	Hallmark	GXL_C2_Muscle_female	GXL	C2	Muscle	female
HALLMARK_PANCREAS_BETA_CELLS	0.418738049713193	0.555163490943308	0.347150779230561	1.01165814788118	Hallmark	GXL_C2_Muscle_female	GXL	C2	Muscle	female
HALLMARK_PEROXISOME	0.0449011029315564	0.119485294117647	0.325240066724927	1.37011281993003	Hallmark	GXL_C2_Muscle_female	GXL	C2	Muscle	female
HALLMARK_PI3K_AKT_MTOR_SIGNALING	0.0985324947589098	0.161290322580645	-0.281304447399605	-1.25333740241567	Hallmark	GXL_C2_Muscle_female	GXL	C2	Muscle	female
HALLMARK_PROTEIN_SECRETION	0.055949971487127	0.12338648443432	-0.305091210303575	-1.34793547054024	Hallmark	GXL_C2_Muscle_female	GXL	C2	Muscle	female
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	0.566735112936345	0.691140381629689	-0.244214279257808	-0.935542060546045	Hallmark	GXL_C2_Muscle_female	GXL	C2	Muscle	female
HALLMARK_SPERMATOGENESIS	0.431492842535787	0.555163490943308	-0.244907480361693	-1.00844744472452	Hallmark	GXL_C2_Muscle_female	GXL	C2	Muscle	female
HALLMARK_TGF_BETA_SIGNALING	0.0918580375782881	0.161290322580645	-0.338216333317416	-1.32608725048144	Hallmark	GXL_C2_Muscle_female	GXL	C2	Muscle	female
HALLMARK_TNFA_SIGNALING_VIA_NFKB	0.000438671780606372	0.00274169862878983	-0.338341216804484	-1.65481057921078	Hallmark	GXL_C2_Muscle_female	GXL	C2	Muscle	female
HALLMARK_UNFOLDED_PROTEIN_RESPONSE	0.0475288588661964	0.119485294117647	-0.296583330188421	-1.33709079794865	Hallmark	GXL_C2_Muscle_female	GXL	C2	Muscle	female
HALLMARK_UV_RESPONSE_DN	0.000112988436079511	0.000811855177036854	-0.370338714637345	-1.74317660239623	Hallmark	GXL_C2_Muscle_female	GXL	C2	Muscle	female
HALLMARK_UV_RESPONSE_UP	0.0477941176470588	0.119485294117647	0.289769447457284	1.31560653836838	Hallmark	GXL_C2_Muscle_female	GXL	C2	Muscle	female
HALLMARK_WNT_BETA_CATENIN_SIGNALING	0.0138104618564641	0.0493230780588002	-0.438813813871075	-1.59243991299003	Hallmark	GXL_C2_Muscle_female	GXL	C2	Muscle	female
HALLMARK_XENOBIOTIC_METABOLISM	0.0126631144637985	0.048704286399225	0.295755144811666	1.39156725266561	Hallmark	GXL_C2_Muscle_female	GXL	C2	Muscle	female
HALLMARK_ADIPOGENESIS	6.30495051203566e-05	0.000350275028446426	0.328083662745322	1.6806478001153	Hallmark	GXL_C3_Muscle_female	GXL	C3	Muscle	female
HALLMARK_ALLOGRAFT_REJECTION	3.75474487208966e-07	4.69343109011208e-06	-0.411239458676456	-1.9901390987528	Hallmark	GXL_C3_Muscle_female	GXL	C3	Muscle	female
HALLMARK_ANDROGEN_RESPONSE	0.00552098526651551	0.0153360701847653	-0.352227521794073	-1.60050477113411	Hallmark	GXL_C3_Muscle_female	GXL	C3	Muscle	female
HALLMARK_ANGIOGENESIS	0.0957854406130268	0.140860942077981	-0.378837998717703	-1.35352983805186	Hallmark	GXL_C3_Muscle_female	GXL	C3	Muscle	female
HALLMARK_APICAL_JUNCTION	1.20426413223065e-05	7.52665082644156e-05	-0.379241057789637	-1.86604908444616	Hallmark	GXL_C3_Muscle_female	GXL	C3	Muscle	female
HALLMARK_APICAL_SURFACE	0.0844793713163065	0.133217711369084	-0.377715205358225	-1.37405443309734	Hallmark	GXL_C3_Muscle_female	GXL	C3	Muscle	female
HALLMARK_APOPTOSIS	0.00285929747684242	0.00840969846130123	-0.326144651649132	-1.57077052340555	Hallmark	GXL_C3_Muscle_female	GXL	C3	Muscle	female
HALLMARK_BILE_ACID_METABOLISM	0.598290598290598	0.664767331433998	0.203497692247782	0.926554768803919	Hallmark	GXL_C3_Muscle_female	GXL	C3	Muscle	female
HALLMARK_CHOLESTEROL_HOMEOSTASIS	0.0940959409594096	0.140860942077981	-0.301221809421762	-1.29899757887998	Hallmark	GXL_C3_Muscle_female	GXL	C3	Muscle	female
HALLMARK_COAGULATION	0.031607095348476	0.0658481153093249	-0.298756855499583	-1.38757441153794	Hallmark	GXL_C3_Muscle_female	GXL	C3	Muscle	female
HALLMARK_COMPLEMENT	0.0374479552665751	0.0748959105331502	-0.27609466337481	-1.35677517498814	Hallmark	GXL_C3_Muscle_female	GXL	C3	Muscle	female
HALLMARK_DNA_REPAIR	3.77151612393771e-06	3.14293010328143e-05	0.39914751797349	1.96955140666154	Hallmark	GXL_C3_Muscle_female	GXL	C3	Muscle	female
HALLMARK_E2F_TARGETS	0.283636363636364	0.339506172839506	-0.217902757434112	-1.08064240820213	Hallmark	GXL_C3_Muscle_female	GXL	C3	Muscle	female
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.0467803412870792	0.0899621947828446	-0.26397027739236	-1.31288171179722	Hallmark	GXL_C3_Muscle_female	GXL	C3	Muscle	female
HALLMARK_ESTROGEN_RESPONSE_EARLY	0.0507625722299196	0.0940047633887401	-0.270307725863765	-1.32833719991749	Hallmark	GXL_C3_Muscle_female	GXL	C3	Muscle	female
HALLMARK_ESTROGEN_RESPONSE_LATE	0.285185185185185	0.339506172839506	-0.220832583284519	-1.08338653542753	Hallmark	GXL_C3_Muscle_female	GXL	C3	Muscle	female
HALLMARK_FATTY_ACID_METABOLISM	0.163355408388521	0.226882511650724	0.238316699691908	1.17118888261372	Hallmark	GXL_C3_Muscle_female	GXL	C3	Muscle	female
HALLMARK_G2M_CHECKPOINT	0.00602662654426723	0.0158595435375453	-0.298288470168248	-1.47929826376342	Hallmark	GXL_C3_Muscle_female	GXL	C3	Muscle	female
HALLMARK_GLYCOLYSIS	0.813186813186813	0.863546176046176	0.172993685678661	0.875156117553376	Hallmark	GXL_C3_Muscle_female	GXL	C3	Muscle	female
HALLMARK_HEDGEHOG_SIGNALING	0.00033759916627492	0.00129845833182662	-0.565154868110072	-1.99904713876946	Hallmark	GXL_C3_Muscle_female	GXL	C3	Muscle	female
HALLMARK_HEME_METABOLISM	0.453947368421053	0.515849282296651	0.200163340246948	1.00604745531694	Hallmark	GXL_C3_Muscle_female	GXL	C3	Muscle	female
HALLMARK_HYPOXIA	0.242805755395683	0.311289429994466	-0.221368398426294	-1.10099714534047	Hallmark	GXL_C3_Muscle_female	GXL	C3	Muscle	female
HALLMARK_IL2_STAT5_SIGNALING	0.000373441408675927	0.00133371931669974	-0.339996775448212	-1.68111188944246	Hallmark	GXL_C3_Muscle_female	GXL	C3	Muscle	female
HALLMARK_IL6_JAK_STAT3_SIGNALING	0.00015724281100323	0.000714740050014684	-0.450702902930727	-1.95169034894007	Hallmark	GXL_C3_Muscle_female	GXL	C3	Muscle	female
HALLMARK_INFLAMMATORY_RESPONSE	1.41268222532902e-09	2.35447037554836e-08	-0.456480426022214	-2.20760762000319	Hallmark	GXL_C3_Muscle_female	GXL	C3	Muscle	female
HALLMARK_INTERFERON_ALPHA_RESPONSE	0.000263655446623618	0.00109856436093174	-0.409044704405617	-1.8598745489723	Hallmark	GXL_C3_Muscle_female	GXL	C3	Muscle	female
HALLMARK_INTERFERON_GAMMA_RESPONSE	7.17052228596217e-10	1.79263057149054e-08	-0.435708752215522	-2.17736022048016	Hallmark	GXL_C3_Muscle_female	GXL	C3	Muscle	female
HALLMARK_KRAS_SIGNALING_DN	0.173333333333333	0.234234234234234	-0.25530170909513	-1.17396045018699	Hallmark	GXL_C3_Muscle_female	GXL	C3	Muscle	female
HALLMARK_KRAS_SIGNALING_UP	0.0115596405932434	0.0275229537934367	-0.286569520401352	-1.42391007901999	Hallmark	GXL_C3_Muscle_female	GXL	C3	Muscle	female
HALLMARK_MITOTIC_SPINDLE	5.79991318430783e-07	5.79991318430783e-06	-0.394895594084782	-1.96731622210581	Hallmark	GXL_C3_Muscle_female	GXL	C3	Muscle	female
HALLMARK_MTORC1_SIGNALING	0.00996329258523715	0.0249082314630929	0.273011072634102	1.4014715837302	Hallmark	GXL_C3_Muscle_female	GXL	C3	Muscle	female
HALLMARK_MYC_TARGETS_V1	0.000118703259220666	0.000593516296103329	0.331929623073939	1.703923324604	Hallmark	GXL_C3_Muscle_female	GXL	C3	Muscle	female
HALLMARK_MYC_TARGETS_V2	0.829004329004329	0.863546176046176	0.187728376554094	0.781321770941525	Hallmark	GXL_C3_Muscle_female	GXL	C3	Muscle	female
HALLMARK_MYOGENESIS	0.0777501393710912	0.129583565618485	-0.259339798187568	-1.29446031501116	Hallmark	GXL_C3_Muscle_female	GXL	C3	Muscle	female
HALLMARK_NOTCH_SIGNALING	0.397312859884837	0.461991697540508	-0.296131352769169	-1.04746604312685	Hallmark	GXL_C3_Muscle_female	GXL	C3	Muscle	female
HALLMARK_OXIDATIVE_PHOSPHORYLATION	6.28693990331379e-18	3.1434699516569e-16	0.527624235115762	2.6815254221366	Hallmark	GXL_C3_Muscle_female	GXL	C3	Muscle	female
HALLMARK_P53_PATHWAY	0.0594540996220428	0.106168035039362	-0.263075119024882	-1.31281458090702	Hallmark	GXL_C3_Muscle_female	GXL	C3	Muscle	female
HALLMARK_PANCREAS_BETA_CELLS	0.270152505446623	0.337690631808279	0.383045795343221	1.15570238436714	Hallmark	GXL_C3_Muscle_female	GXL	C3	Muscle	female
HALLMARK_PEROXISOME	0.0163180330495329	0.0370864387489384	0.32945701539069	1.49158446741781	Hallmark	GXL_C3_Muscle_female	GXL	C3	Muscle	female
HALLMARK_PI3K_AKT_MTOR_SIGNALING	0.0301823149319871	0.0656137281130154	-0.306641784590092	-1.39765639089798	Hallmark	GXL_C3_Muscle_female	GXL	C3	Muscle	female
HALLMARK_PROTEIN_SECRETION	0.985042735042735	0.985042735042735	0.150741664699667	0.686348856059032	Hallmark	GXL_C3_Muscle_female	GXL	C3	Muscle	female
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	0.187628865979381	0.246880086814976	0.299001571651889	1.20936352906405	Hallmark	GXL_C3_Muscle_female	GXL	C3	Muscle	female
HALLMARK_SPERMATOGENESIS	0.624528301886792	0.678835110746513	-0.216854851419107	-0.918458247893979	Hallmark	GXL_C3_Muscle_female	GXL	C3	Muscle	female
HALLMARK_TGF_BETA_SIGNALING	0.117537313432836	0.167910447761194	-0.313097652144684	-1.26717086903839	Hallmark	GXL_C3_Muscle_female	GXL	C3	Muscle	female
HALLMARK_TNFA_SIGNALING_VIA_NFKB	6.12554002035624e-06	4.37538572882588e-05	-0.380874205016403	-1.8866909021988	Hallmark	GXL_C3_Muscle_female	GXL	C3	Muscle	female
HALLMARK_UNFOLDED_PROTEIN_RESPONSE	0.0852593352762136	0.133217711369084	-0.291551423420448	-1.34227079757762	Hallmark	GXL_C3_Muscle_female	GXL	C3	Muscle	female
HALLMARK_UV_RESPONSE_DN	0.000564956410579013	0.00188318803526338	-0.349600517064864	-1.67627673369953	Hallmark	GXL_C3_Muscle_female	GXL	C3	Muscle	female
HALLMARK_UV_RESPONSE_UP	0.0703296703296703	0.121258052292535	0.257494975383241	1.26084798471952	Hallmark	GXL_C3_Muscle_female	GXL	C3	Muscle	female
HALLMARK_WNT_BETA_CATENIN_SIGNALING	0.000625157543611484	0.00195361732378589	-0.509200935807942	-1.89729456442806	Hallmark	GXL_C3_Muscle_female	GXL	C3	Muscle	female
HALLMARK_XENOBIOTIC_METABOLISM	0.974499089253188	0.985042735042735	-0.150390009421731	-0.743070117568518	Hallmark	GXL_C3_Muscle_female	GXL	C3	Muscle	female
HALLMARK_ADIPOGENESIS	2.5832794436297e-11	6.45819860907426e-10	-0.456654536228736	-2.24077525415685	Hallmark	GXL_C1_Heart_male	GXL	C1	Heart	male
HALLMARK_ALLOGRAFT_REJECTION	0.479768786127168	0.557870681543218	-0.205159758227814	-0.988751355073825	Hallmark	GXL_C1_Heart_male	GXL	C1	Heart	male
HALLMARK_ANDROGEN_RESPONSE	0.00246723589113545	0.0081063731582767	0.371422852015183	1.66266730727423	Hallmark	GXL_C1_Heart_male	GXL	C1	Heart	male
HALLMARK_ANGIOGENESIS	0.82441113490364	0.858761598857959	-0.217124248806695	-0.773238758281284	Hallmark	GXL_C1_Heart_male	GXL	C1	Heart	male
HALLMARK_APICAL_JUNCTION	0.0766045548654244	0.127674258109041	0.257691537849912	1.24440493347118	Hallmark	GXL_C1_Heart_male	GXL	C1	Heart	male
HALLMARK_APICAL_SURFACE	0.873931623931624	0.891766963195535	-0.20390797346083	-0.732423063714124	Hallmark	GXL_C1_Heart_male	GXL	C1	Heart	male
HALLMARK_APOPTOSIS	0.26078431372549	0.334338863750628	-0.231392231510676	-1.0924775718574	Hallmark	GXL_C1_Heart_male	GXL	C1	Heart	male
HALLMARK_BILE_ACID_METABOLISM	0.00169883495333017	0.0060672676904649	-0.384963221200098	-1.68300138841499	Hallmark	GXL_C1_Heart_male	GXL	C1	Heart	male
HALLMARK_CHOLESTEROL_HOMEOSTASIS	0.0740037950664137	0.127674258109041	0.313656511173682	1.31297483743297	Hallmark	GXL_C1_Heart_male	GXL	C1	Heart	male
HALLMARK_COAGULATION	0.0727650727650728	0.127674258109041	-0.29123430018515	-1.31076748803975	Hallmark	GXL_C1_Heart_male	GXL	C1	Heart	male
HALLMARK_COMPLEMENT	0.0756646216768916	0.127674258109041	0.254249824762742	1.23156982676026	Hallmark	GXL_C1_Heart_male	GXL	C1	Heart	male
HALLMARK_DNA_REPAIR	0.000273680652951278	0.00152044807195154	-0.357230517574948	-1.68781170410434	Hallmark	GXL_C1_Heart_male	GXL	C1	Heart	male
HALLMARK_E2F_TARGETS	1.6931061824463e-09	1.6931061824463e-08	-0.427629303200756	-2.10027032601579	Hallmark	GXL_C1_Heart_male	GXL	C1	Heart	male
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.0302664304008877	0.0630550633351827	0.264162628069895	1.28324794377283	Hallmark	GXL_C1_Heart_male	GXL	C1	Heart	male
HALLMARK_ESTROGEN_RESPONSE_EARLY	0.00770606020773853	0.0202791058098382	0.294186235731291	1.42063959941345	Hallmark	GXL_C1_Heart_male	GXL	C1	Heart	male
HALLMARK_ESTROGEN_RESPONSE_LATE	0.14453125	0.212545955882353	-0.246687347944577	-1.18300965879126	Hallmark	GXL_C1_Heart_male	GXL	C1	Heart	male
HALLMARK_FATTY_ACID_METABOLISM	7.27208202912529e-10	9.09010253640661e-09	-0.485311069705394	-2.26589195218623	Hallmark	GXL_C1_Heart_male	GXL	C1	Heart	male
HALLMARK_G2M_CHECKPOINT	5.07484030566117e-09	4.22903358805098e-08	-0.429348486653033	-2.09578384588411	Hallmark	GXL_C1_Heart_male	GXL	C1	Heart	male
HALLMARK_GLYCOLYSIS	0.000520940416021561	0.0021705850667565	-0.327610004312147	-1.59352893994311	Hallmark	GXL_C1_Heart_male	GXL	C1	Heart	male
