ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count	Tissue	Gender	group	direction
R-MMU-8936459	RUNX1 regulates genes involved in megakaryocyte differentiation and platelet function	3/54	28/6720	0.107142857142857	13.3333333333333	5.88569922429995	0.00139411638412195	0.0314450695529729	0.0255995640125317	H2bc6/H3c14/H3c15	3	Liver	Male	XL	Down
R-MMU-3214847	HATs acetylate histones	3/54	35/6720	0.0857142857142857	10.6666666666667	5.16031966214846	0.00267692611890825	0.0491878998607705	0.0400440771487735	H2bc6/H3c14/H3c15	3	Liver	Male	XL	Down
R-MMU-2559586	DNA Damage/Telomere Stress Induced Senescence	3/54	37/6720	0.0810810810810811	10.0900900900901	4.98999217644858	0.00314218456762467	0.0491878998607705	0.0400440771487735	Cdkn1a/H1f4/H2bc6	3	Liver	Male	XL	Down
R-MMU-3214841	PKMTs methylate histone lysines	3/54	37/6720	0.0810810810810811	10.0900900900901	4.98999217644858	0.00314218456762467	0.0491878998607705	0.0400440771487735	H3c14/H3c15/Suv39h2	3	Liver	Male	XL	Down
R-MMU-9842860	Regulation of endogenous retroelements	3/54	38/6720	0.0789473684210526	9.82456140350877	4.9096240516279	0.00339226895591521	0.0491878998607705	0.0400440771487735	H2bc6/H3c14/H3c15	3	Liver	Male	XL	Down
R-MMU-9843940	Regulation of endogenous retroelements by KRAB-ZFP proteins	3/54	38/6720	0.0789473684210526	9.82456140350877	4.9096240516279	0.00339226895591521	0.0491878998607705	0.0400440771487735	H2bc6/H3c14/H3c15	3	Liver	Male	XL	Down
R-MMU-193807	Synthesis of bile acids and bile salts via 27-hydroxycholesterol	2/54	12/6720	0.166666666666667	20.7407407407407	6.15990602589377	0.00397306419813683	0.0534712518827533	0.0435311721316685	Cyp7b1/Cyp8b1	2	Liver	Male	XL	Down
R-MMU-3214815	HDACs deacetylate histones	3/54	41/6720	0.0731707317073171	9.10569105691057	4.68535820628992	0.00421448290701504	0.0534712518827533	0.0435311721316685	H2bc6/H3c14/H3c15	3	Liver	Male	XL	Down
R-MMU-204174	Regulation of pyruvate dehydrogenase (PDH) complex	2/54	14/6720	0.142857142857143	17.7777777777778	5.65565913722	0.00542194254617262	0.0647443727572378	0.0527086674767246	Pdhx/Pdk4	2	Liver	Male	XL	Down
R-MMU-425407	SLC-mediated transmembrane transport	5/54	147/6720	0.0340136054421769	4.23280423280423	3.56675109379797	0.00625268404640018	0.0684082241626639	0.0556914243896201	Ahcyl2/Slc16a1/Slc25a22/Slc30a10/Slc34a2	5	Liver	Male	XL	Down
R-MMU-9018519	Estrogen-dependent gene expression	3/54	49/6720	0.0612244897959184	7.61904761904762	4.1851846231491	0.00696239118205565	0.0684082241626639	0.0556914243896201	H2bc6/H3c14/H3c15	3	Liver	Male	XL	Down
R-MMU-9006931	Signaling by Nuclear Receptors	5/54	151/6720	0.033112582781457	4.12067696835909	3.4906331133306	0.00699318046949207	0.0684082241626639	0.0556914243896201	H2bc6/H3c14/H3c15/Pdhx/Pdk4	5	Liver	Male	XL	Down
R-MMU-1266695	Interleukin-7 signaling	2/54	16/6720	0.125	15.5555555555556	5.24612120901082	0.00707671284441351	0.0684082241626639	0.0556914243896201	H3c14/H3c15	2	Liver	Male	XL	Down
R-MMU-211897	Cytochrome P450 - arranged by substrate type	3/54	51/6720	0.0588235294117647	7.3202614379085	4.07761594088456	0.00778150568808077	0.0704251366718618	0.0573334013869966	Cyp2j6/Cyp7b1/Cyp8b1	3	Liver	Male	XL	Down
R-MMU-9757110	Prednisone ADME	2/54	17/6720	0.117647058823529	14.640522875817	5.06800943856772	0.00797920267710749	0.0704251366718618	0.0573334013869966	Ugt2b1/Ugt2b38	2	Liver	Male	XL	Down
R-MMU-156588	Glucuronidation	2/54	18/6720	0.111111111111111	13.8271604938272	4.90434615076106	0.00893065928154962	0.0755384930897739	0.0614962064562847	Ugt2b1/Ugt2b38	2	Liver	Male	XL	Down
R-MMU-211976	Endogenous sterols	2/54	19/6720	0.105263157894737	13.0994152046784	4.75322001916187	0.00993026743672474	0.0806337715862049	0.0656442942132962	Cyp7b1/Cyp8b1	2	Liver	Male	XL	Down
R-MMU-193368	Synthesis of bile acids and bile salts via 7alpha-hydroxycholesterol	2/54	21/6720	0.0952380952380952	11.8518518518519	4.48254915281635	0.0120707250065828	0.0942445067821655	0.0767248512564168	Cyp7b1/Cyp8b1	2	Liver	Male	XL	Down
R-MMU-6798695	Neutrophil degranulation	66/292	419/6761	0.157517899761337	3.64718671330958	11.8856972860017	1.89257743858067e-21	1.2434233771475e-18	1.13953083670331e-18	A1bg/Adam8/Aldh3b1/Atp11a/C5ar1/Camp/Cd177/Cd300c2/Cd36/Cd44/Cd53/Chi3l1/Clec12a/Clec4d/Clec4n/Ctss/Ctsz/Cxcl1/Cxcr2/Cyba/Dok3/Ear2/Fcer1g/Fcgr4/Fgr/Glipr1/Grn/H2-M2/H2-Q4/Hk3/Hp/Hvcn1/Itgax/Itgb2/Kcnab2/Lair1/Lcn2/Ltf/Lyz2/Mcemp1/Mmp8/Mmp9/Mpo/Nfasc/Orm1/Orm2/Pfkl/Pglyrp1/Pirb/Pkm/Plaur/Ppbp/Ptpn6/Ptprc/Pycard/Rab27a/Rab37/Rab4b/S100a8/S100a9/Siglece/Slc2a3/Tcirg1/Trpm2/Tyrobp/Unc13d	66	Liver	Female	WT	Up
R-MMU-198933	Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell	23/292	71/6761	0.323943661971831	7.50062704997106	11.6981601940281	7.11487351615391e-15	2.33723595005656e-12	2.14195139538949e-12	Cd22/Cd300c2/Cd300e/Cd300lb/Cd3e/Cd3g/Cd40/Cd8a/Fcgr4/H2-M2/H2-Q4/Icam1/Itga4/Itgb2/Itgb7/Klrk1/Lair1/Siglece/Slamf6/Trem2/Treml2/Treml4/Tyrobp	23	Liver	Female	WT	Up
R-MMU-6803157	Antimicrobial peptides	10/292	20/6761	0.5	11.5770547945205	10.0638414619549	2.4409774572965e-09	5.34574063147933e-07	4.89908458095999e-07	Camp/Cd4/Ear2/Lcn2/Ltf/Lyz2/Pglyrp1/S100a8/S100a9/Tlr1	10	Liver	Female	WT	Up
R-MMU-373076	Class A/1 (Rhodopsin-like receptors)	19/292	114/6761	0.166666666666667	3.85901826484018	6.54037597054976	3.22778672114571e-07	4.58507791302463e-05	4.2019779960748e-05	Adrb2/C5ar1/Ccl5/Ccl6/Cxcl1/Cxcl10/Cxcl13/Cxcl16/Cxcl9/Cxcr2/Cxcr3/Gpr55/Hc/Hcar2/Ltb4r1/Ppbp/Ptger4/S1pr5/Xcl1	19	Liver	Female	WT	Up
R-MMU-380108	Chemokine receptors bind chemokines	10/292	31/6761	0.32258064516129	7.4690676093681	7.66939671278478	3.83287761363872e-07	4.58507791302463e-05	4.2019779960748e-05	Ccl5/Cxcl1/Cxcl10/Cxcl13/Cxcl16/Cxcl9/Cxcr2/Cxcr3/Ppbp/Xcl1	10	Liver	Female	WT	Up
R-MMU-109582	Hemostasis	42/292	432/6761	0.0972222222222222	2.25109398782344	5.70966280313404	4.18728576531929e-07	4.58507791302463e-05	4.2019779960748e-05	A1bg/Arrb2/Cd177/Cd36/Cd44/Cd48/Cd74/Cd84/Cd9/Clec1b/Ctsw/Cyrib/Fcer1g/Fgr/Gngt2/Itga4/Itgax/Itgb2/Itih3/Itih4/Jchain/Lat/Lck/Orm1/Orm2/Pik3cg/Pik3r2/Plaur/Plek/Ppbp/Ppp2r5b/Ptpn1/Ptpn6/Rac2/Rasgrp2/Serping1/Slc16a3/Slc7a7/Spn/Srgn/Tmsb4x/Trf	42	Liver	Female	WT	Up
R-MMU-76002	Platelet activation, signaling and aggregation	27/292	218/6761	0.123853211009174	2.86771082066105	5.95518996561987	5.97533953344437e-07	5.60828296210422e-05	5.13969054606042e-05	A1bg/Arrb2/Cd36/Cd9/Clec1b/Ctsw/Cyrib/Fcer1g/Gngt2/Itih3/Itih4/Lat/Lck/Orm1/Orm2/Pik3cg/Pik3r2/Plek/Ppbp/Ptpn1/Ptpn6/Rac2/Rasgrp2/Serping1/Srgn/Tmsb4x/Trf	27	Liver	Female	WT	Up
R-MMU-418594	G alpha (i) signalling events	20/292	134/6761	0.149253731343284	3.45583725209569	6.10013849010766	9.87130360368618e-07	8.10680808452727e-05	7.42945481751118e-05	Adcy1/C5ar1/Ccl5/Ccl6/Ccr1/Cxcl1/Cxcl10/Cxcl13/Cxcl16/Cxcl9/Cxcr2/Cxcr3/Gngt2/Gpr55/Gpsm3/Hc/Hcar2/Ppbp/Rgs1/S1pr5	20	Liver	Female	WT	Up
R-MMU-2172127	DAP12 interactions	11/292	43/6761	0.255813953488372	5.92314431347563	6.88023057278926	1.34982851797149e-06	9.28066757783124e-05	8.50523408558754e-05	Cd300e/Cd300lb/Grap2/H2-M2/H2-Q4/Klrk1/Lat/Lck/Pik3r2/Trem2/Tyrobp	11	Liver	Female	WT	Up
R-MMU-375276	Peptide ligand-binding receptors	13/292	61/6761	0.213114754098361	4.93448237143499	6.5578475746928	1.41258258414478e-06	9.28066757783124e-05	8.50523408558754e-05	C5ar1/Ccl5/Ccl6/Cxcl1/Cxcl10/Cxcl13/Cxcl16/Cxcl9/Cxcr2/Cxcr3/Hc/Ppbp/Xcl1	13	Liver	Female	WT	Up
R-MMU-202733	Cell surface interactions at the vascular wall	16/292	93/6761	0.172043010752688	3.98350272499632	6.15483359548892	1.82047901090248e-06	0.000108732246378448	9.96472721757147e-05	Cd177/Cd44/Cd48/Cd74/Cd84/Fcer1g/Itga4/Itgax/Itgb2/Jchain/Lck/Pik3r2/Ptpn6/Slc16a3/Slc7a7/Spn	16	Liver	Female	WT	Up
R-MMU-500792	GPCR ligand binding	20/292	141/6761	0.141843971631206	3.28427086369377	5.8233696678354	2.24372978332612e-06	0.000111342839947968	0.00010203974116837	Adrb2/C5ar1/Ccl5/Ccl6/Cxcl1/Cxcl10/Cxcl13/Cxcl16/Cxcl9/Cxcr2/Cxcr3/Gngt2/Gpr55/Hc/Hcar2/Ltb4r1/Ppbp/Ptger4/S1pr5/Xcl1	20	Liver	Female	WT	Up
R-MMU-389948	PD-1 signaling	6/292	11/6761	0.545454545454545	12.6295143212951	8.2007246876134	2.37260237332048e-06	0.000111342839947968	0.00010203974116837	Cd274/Cd3e/Cd3g/Cd4/Lck/Ptpn6	6	Liver	Female	WT	Up
R-MMU-416700	Other semaphorin interactions	6/292	11/6761	0.545454545454545	12.6295143212951	8.2007246876134	2.37260237332048e-06	0.000111342839947968	0.00010203974116837	Cd72/Ptprc/Sema4d/Sema7a/Trem2/Tyrobp	6	Liver	Female	WT	Up
R-MMU-977606	Regulation of Complement cascade	9/292	32/6761	0.28125	6.51209332191781	6.63991446538432	5.39043178346579e-06	0.000236100912115801	0.00021637382316789	C1qa/C1qb/C1qc/C4b/C5ar1/Cfh/Hc/Serping1/Vtn	9	Liver	Female	WT	Up
R-MMU-1280215	Cytokine Signaling in Immune system	35/292	370/6761	0.0945945945945946	2.19025360977416	5.00267348982491	7.91365332169708e-06	0.000324954389522186	0.000297803269737548	Camk2d/Casp1/Cd27/Cd4/Cd40/Csf2rb2/Grap2/Hck/Il18bp/Il18rap/Il1r1/Il21r/Il2rg/Il7/Il7r/Irak3/Irak4/Jak3/Lck/Ltb/Map3k14/Map3k8/Myd88/Nfkb2/Nfkbib/Pik3r2/Psmb8/Ptpn1/Ptpn6/Relb/Socs3/Tifa/Tnfrsf13b/Tnfsf13/Ubb	35	Liver	Female	WT	Up
R-MMU-388841	Costimulation by the CD28 family	11/292	53/6761	0.207547169811321	4.80556991470664	5.9089091270393	1.21523166591061e-05	0.000469651296766632	0.000430410224706422	Cd274/Cd3e/Cd3g/Cd4/Grap2/Lck/Map3k14/Map3k8/Pik3r2/Ppp2r5b/Ptpn6	11	Liver	Female	WT	Up
R-MMU-1222556	ROS and RNS production in phagocytes	8/292	28/6761	0.285714285714286	6.61545988258317	6.32566568547105	1.60522117382265e-05	0.000580269308803099	0.000531785699968554	Cyba/Hvcn1/Mpo/Ncf1/Ncf2/Ncf4/Rac2/Tcirg1	8	Liver	Female	WT	Up
R-MMU-449147	Signaling by Interleukins	25/292	230/6761	0.108695652173913	2.51675104228708	4.97203956990389	1.67809997979587e-05	0.000580269308803099	0.000531785699968554	Casp1/Cd4/Csf2rb2/Hck/Il18bp/Il18rap/Il1r1/Il21r/Il2rg/Il7/Il7r/Irak3/Irak4/Jak3/Lck/Map3k8/Myd88/Nfkb2/Nfkbib/Pik3r2/Psmb8/Ptpn6/Socs3/Tifa/Ubb	25	Liver	Female	WT	Up
R-MMU-5668599	RHO GTPases Activate NADPH Oxidases	7/292	21/6761	0.333333333333333	7.71803652968037	6.55040659502687	1.79886081850193e-05	0.000590925778877885	0.000541551783254266	Cyba/Ncf1/Ncf2/Ncf4/Rac2/S100a8/S100a9	7	Liver	Female	WT	Up
R-MMU-2173782	Binding and Uptake of Ligands by Scavenger Receptors	8/292	29/6761	0.275862068965517	6.3873405762872	6.17657294833877	2.13450593400341e-05	0.000667795427923923	0.000611998693859624	Apol10b/Apol11b/Apol7e/Cd36/Hp/Hpx/Jchain/Marco	8	Liver	Female	WT	Up
R-MMU-166658	Complement cascade	9/292	39/6761	0.230769230769231	5.34325605900948	5.77889337871484	3.11811087959562e-05	0.000931181294497419	0.000853377714415643	C1qa/C1qb/C1qc/C4b/C5ar1/Cfh/Hc/Serping1/Vtn	9	Liver	Female	WT	Up
R-MMU-114604	GPVI-mediated activation cascade	8/292	32/6761	0.25	5.78852739726027	5.76830080262413	4.67049608544404e-05	0.00133413736005945	0.00122266533678444	Clec1b/Fcer1g/Lat/Lck/Pik3cg/Pik3r2/Ptpn6/Rac2	8	Liver	Female	WT	Up
R-MMU-202433	Generation of second messenger molecules	6/292	17/6761	0.352941176470588	8.17203867848509	6.2900558417259	5.09727172285028e-05	0.00133956300876505	0.00122763765282962	Cd3e/Cd3g/Cd4/Grap2/Lat/Lck	6	Liver	Female	WT	Up
R-MMU-2168880	Scavenging of heme from plasma	6/292	17/6761	0.352941176470588	8.17203867848509	6.2900558417259	5.09727172285028e-05	0.00133956300876505	0.00122763765282962	Apol10b/Apol11b/Apol7e/Hp/Hpx/Jchain	6	Liver	Female	WT	Up
R-MMU-114608	Platelet degranulation	15/292	109/6761	0.137614678899083	3.18634535629006	4.88879797975407	6.10878793645741e-05	0.00154364372086635	0.00141466668002172	A1bg/Cd36/Cd9/Ctsw/Cyrib/Itih3/Itih4/Orm1/Orm2/Plek/Ppbp/Serping1/Srgn/Tmsb4x/Trf	15	Liver	Female	WT	Up
R-MMU-202427	Phosphorylation of CD3 and TCR zeta chains	5/292	12/6761	0.416666666666667	9.64754566210046	6.36956789147477	8.95404801652187e-05	0.00217881835068699	0.00199677016196901	Cd3e/Cd3g/Cd4/Lck/Ptprc	5	Liver	Female	WT	Up
R-MMU-76005	Response to elevated platelet cytosolic Ca2+	15/292	113/6761	0.132743362831858	3.07355437022669	4.72231922691724	9.31501438841436e-05	0.00218570159042437	0.00200307828201993	A1bg/Cd36/Cd9/Ctsw/Cyrib/Itih3/Itih4/Orm1/Orm2/Plek/Ppbp/Serping1/Srgn/Tmsb4x/Trf	15	Liver	Female	WT	Up
R-MMU-388396	GPCR downstream signalling	27/292	292/6761	0.0924657534246575	2.14096218802777	4.23438458759488	0.000135147250868752	0.00306178426968173	0.00280596107066883	Adcy1/Adrb2/Arrb2/C5ar1/Ccl5/Ccl6/Ccr1/Cxcl1/Cxcl10/Cxcl13/Cxcl16/Cxcl9/Cxcr2/Cxcr3/Gngt2/Gpr55/Gpsm3/Hc/Hcar2/Ltb4r1/Pik3cg/Pik3r2/Ppbp/Ptger4/Rgs1/S1pr5/Xcl1	27	Liver	Female	WT	Up
R-MMU-2424491	DAP12 signaling	7/292	28/6761	0.25	5.78852739726027	5.39414831094	0.000141093414906542	0.00308994578645327	0.00283176959040498	Grap2/Klrk1/Lat/Lck/Pik3r2/Trem2/Tyrobp	7	Liver	Female	WT	Up
R-MMU-451927	Interleukin-2 family signaling	7/292	30/6761	0.233333333333333	5.40262557077626	5.13427092625232	0.000225202665189522	0.00477284358159729	0.00437405516089666	Csf2rb2/Il21r/Il2rg/Jak3/Lck/Pik3r2/Ptpn6	7	Liver	Female	WT	Up
R-MMU-372790	Signaling by GPCR	27/292	310/6761	0.0870967741935484	2.01664825452939	3.89299856334336	0.000360363019421203	0.00739870324249157	0.00678051470753052	Adcy1/Adrb2/Arrb2/C5ar1/Ccl5/Ccl6/Ccr1/Cxcl1/Cxcl10/Cxcl13/Cxcl16/Cxcl9/Cxcr2/Cxcr3/Gngt2/Gpr55/Gpsm3/Hc/Hcar2/Ltb4r1/Pik3cg/Pik3r2/Ppbp/Ptger4/Rgs1/S1pr5/Xcl1	27	Liver	Female	WT	Up
R-MMU-1266695	Interleukin-7 signaling	5/292	16/6761	0.3125	7.23565924657534	5.3051490148642	0.000428037776619878	0.0085218430072503	0.00780981206464339	Il2rg/Il7/Il7r/Jak3/Pik3r2	5	Liver	Female	WT	Up
R-MMU-446652	Interleukin-1 family signaling	13/292	110/6761	0.118181818181818	2.73639476961395	3.90074477800365	0.000851209408989437	0.0164483700501782	0.0150740489765312	Casp1/Il18bp/Il18rap/Il1r1/Irak3/Irak4/Map3k8/Myd88/Nfkb2/Nfkbib/Psmb8/Tifa/Ubb	13	Liver	Female	WT	Up
R-MMU-168898	Toll-like Receptor Cascades	15/292	139/6761	0.107913669064748	2.49864491968069	3.79278090506528	0.000912738683198669	0.0171334089960436	0.0157018504297636	Cd180/Cd36/Ctss/Itgb2/Lbp/Lgmn/Ly86/Map3k8/Nfkb2/Nfkbib/S100a8/S100a9/Tifa/Tlr1/Ubb	15	Liver	Female	WT	Up
R-MMU-912526	Interleukin receptor SHC signaling	5/292	19/6761	0.263157894736842	6.09318673395818	4.72300302488927	0.00102400380885181	0.0186880695115456	0.0171266134112058	Csf2rb2/Il2rg/Jak3/Pik3r2/Ptpn6	5	Liver	Female	WT	Up
R-MMU-512988	Interleukin-3, Interleukin-5 and GM-CSF signaling	7/292	39/6761	0.17948717948718	4.15586582367404	4.19901840111669	0.00121885382000638	0.021642890803897	0.0198345486498904	Csf2rb2/Hck/Il2rg/Jak3/Pik3r2/Ptpn6/Ubb	7	Liver	Female	WT	Up
R-MMU-2029481	FCGR activation	4/292	12/6761	0.333333333333333	7.71803652968037	4.9483392681864	0.00128106858556657	0.0221490015978221	0.0202983720483124	Cd3g/Fcgr4/Fgr/Hck	4	Liver	Female	WT	Up
R-MMU-5686938	Regulation of TLR by endogenous ligand	5/292	20/6761	0.25	5.78852739726027	4.55618142275488	0.00131766632423287	0.022197609615923	0.020342918689911	Cd36/Lbp/S100a8/S100a9/Tlr1	5	Liver	Female	WT	Up
R-MMU-373755	Semaphorin interactions	7/292	41/6761	0.170731707317073	3.9531406615436	4.02937440448748	0.00165471139607913	0.0271786346805997	0.0249077610146648	Cd72/Fes/Ptprc/Sema4d/Sema7a/Trem2/Tyrobp	7	Liver	Female	WT	Up
R-MMU-5668541	TNFR2 non-canonical NF-kB pathway	10/292	78/6761	0.128205128205128	2.9684755883386	3.71482023262476	0.00179860224470274	0.0288215042626757	0.0264133628747104	Cd27/Cd40/Ltb/Map3k14/Nfkb2/Psmb8/Relb/Tnfrsf13b/Tnfsf13/Ubb	10	Liver	Female	WT	Up
R-MMU-1236975	Antigen processing-Cross presentation	10/292	79/6761	0.126582278481013	2.93089994797989	3.66746754238832	0.00198252020244077	0.0310122803096091	0.0284210916239628	Cd36/Cyba/H2-M2/H2-Q4/Ncf1/Ncf2/Ncf4/Psmb8/Tap1/Tap2	10	Liver	Female	WT	Up
R-MMU-202403	TCR signaling	11/292	98/6761	0.112244897959184	2.59893066815767	3.38730233799265	0.00317430731035419	0.0475981425689191	0.0436211448360518	Card11/Cd3e/Cd3g/Cd4/Grap2/Lat/Lck/Pik3r2/Psmb8/Ptprc/Ubb	11	Liver	Female	WT	Up
R-MMU-166663	Initial triggering of complement	4/292	15/6761	0.266666666666667	6.17442922374429	4.26217335966986	0.00318769904571148	0.0475981425689191	0.0436211448360518	C1qa/C1qb/C1qc/C4b	4	Liver	Female	WT	Up
R-MMU-1433557	Signaling by SCF-KIT	6/292	37/6761	0.162162162162162	3.75472047389856	3.56952760235639	0.00462275771096588	0.0672673250224205	0.0616468956385877	Fes/Grap2/Lck/Mmp9/Pik3r2/Ptpn6	6	Liver	Female	WT	Up
R-MMU-917937	Iron uptake and transport	7/292	49/6761	0.142857142857143	3.30772994129158	3.4443180612242	0.00470973660735364	0.0672673250224205	0.0616468956385877	Cp/Hmox1/Lcn2/Steap4/Tcirg1/Trf/Ubb	7	Liver	Female	WT	Up
R-MMU-5621481	C-type lectin receptors (CLRs)	11/292	105/6761	0.104761904761905	2.42566862361383	3.12789944268996	0.00540653256083669	0.0755764232440363	0.0692617385173255	Card11/Card9/Clec4d/Clec4n/Fcer1g/Map3k14/Nfkb2/Psmb8/Pycard/Relb/Ubb	11	Liver	Female	WT	Up
R-MMU-909733	Interferon alpha/beta signaling	4/292	18/6761	0.222222222222222	5.14535768645358	3.74125991569416	0.00645128637107528	0.0883019822040929	0.0809240307950671	Ptpn1/Ptpn6/Socs3/Ubb	4	Liver	Female	WT	Up
R-MMU-211859	Biological oxidations	22/123	174/6761	0.126436781609195	6.94991122325016	10.8230224147022	3.48912071648921e-13	1.18979016432282e-10	1.04306345629783e-10	Acsm2/Acsm5/Acss2/Aldh1a1/Ces3b/Cyp1a1/Cyp1a2/Cyp2c29/Cyp2e1/Cyp2f2/Cyp4a10/Cyp4f14/Cyp51/Cyp8b1/Fmo1/Gstm3/Gstm6/Maob/Ugt1a6a/Ugt2a3/Ugt2b1/Ugt2b38	22	Liver	Female	WT	Down
R-MMU-8957322	Metabolism of steroids	15/123	99/6761	0.151515151515152	8.32840601133284	9.99843632301539	1.98883036219322e-10	3.39095576753944e-08	2.97277801506776e-08	Abcc3/Cyp51/Cyp8b1/Fdft1/Hsd17b2/Hsd3b3/Hsd3b5/Idi1/Lss/Msmo1/Pmvk/Sc5d/Slc27a5/Stard4/Tm7sf2	15	Liver	Female	WT	Down
R-MMU-211945	Phase I - Functionalization of compounds	14/123	87/6761	0.160919540229885	8.84534155686384	10.0250295331002	3.63796730625181e-10	4.13515617143955e-08	3.62520250868601e-08	Acss2/Aldh1a1/Ces3b/Cyp1a1/Cyp1a2/Cyp2c29/Cyp2e1/Cyp2f2/Cyp4a10/Cyp4f14/Cyp51/Cyp8b1/Fmo1/Maob	14	Liver	Female	WT	Down
R-MMU-191273	Cholesterol biosynthesis	8/123	26/6761	0.307692307692308	16.9130706691682	11.0657064490994	1.13396463110167e-08	9.66704848014175e-07	8.47489355875986e-07	Cyp51/Fdft1/Idi1/Lss/Msmo1/Pmvk/Sc5d/Tm7sf2	8	Liver	Female	WT	Down
R-MMU-9749641	Aspirin ADME	8/123	36/6761	0.222222222222222	12.2149954832882	9.18356890134953	1.88612774397703e-07	1.28633912139234e-05	1.12770585113574e-05	Abcc3/Acsm2/Acsm5/Cyp2e1/Ugt1a6a/Ugt2a3/Ugt2b1/Ugt2b38	8	Liver	Female	WT	Down
R-MMU-8978868	Fatty acid metabolism	14/123	145/6761	0.096551724137931	5.30720493411831	7.13656241192273	3.01934550184843e-07	1.71599469355052e-05	1.50437565355255e-05	Acaa1b/Acad10/Acly/Acox1/Acsl1/Acsl5/Cyp1a1/Cyp1a2/Cyp4a10/Cyp4f14/Cyp8b1/Ehhadh/Elovl5/Prkaa2	14	Liver	Female	WT	Down
R-MMU-211897	Cytochrome P450 - arranged by substrate type	9/123	53/6761	0.169811320754717	9.3341003221353	8.29100947542628	3.6758361829038e-07	1.79065734052885e-05	1.56983079089425e-05	Cyp1a1/Cyp1a2/Cyp2c29/Cyp2e1/Cyp2f2/Cyp4a10/Cyp4f14/Cyp51/Cyp8b1	9	Liver	Female	WT	Down
R-MMU-156580	Phase II - Conjugation of compounds	9/123	84/6761	0.107142857142857	5.88937282229965	6.13775273824449	1.90145825317333e-05	0.000810496580415133	0.000710544926185825	Acsm2/Acsm5/Cyp1a2/Gstm3/Gstm6/Ugt1a6a/Ugt2a3/Ugt2b1/Ugt2b38	9	Liver	Female	WT	Down
R-MMU-211981	Xenobiotics	5/123	21/6761	0.238095238095238	13.0874951606659	7.55132725665437	2.95978908217456e-05	0.00112143119669058	0.000983134619108275	Cyp1a1/Cyp1a2/Cyp2c29/Cyp2e1/Cyp2f2	5	Liver	Female	WT	Down
R-MMU-2046104	alpha-linolenic (omega3) and linoleic (omega6) acid metabolism	4/123	13/6761	0.307692307692308	16.9130706691682	7.81709536730461	6.56939053539086e-05	0.00203651106597117	0.00178536546607752	Acaa1b/Acox1/Acsl1/Elovl5	4	Liver	Female	WT	Down
R-MMU-2046106	alpha-linolenic acid (ALA) metabolism	4/123	13/6761	0.307692307692308	16.9130706691682	7.81709536730461	6.56939053539086e-05	0.00203651106597117	0.00178536546607752	Acaa1b/Acox1/Acsl1/Elovl5	4	Liver	Female	WT	Down
R-MMU-9753281	Paracetamol ADME	5/123	28/6761	0.178571428571429	9.81562137049942	6.36260433630529	0.000129084340790705	0.00366814668413587	0.00321578533197897	Abcc3/Cyp2e1/Ugt1a6a/Ugt2b1/Ugt2b38	5	Liver	Female	WT	Down
R-MMU-9748784	Drug ADME	8/123	92/6761	0.0869565217391304	4.77978084128667	4.96863911517246	0.000247857012130535	0.00638146279184889	0.00559449122668648	Abcc3/Acsm2/Acsm5/Cyp2e1/Ugt1a6a/Ugt2a3/Ugt2b1/Ugt2b38	8	Liver	Female	WT	Down
R-MMU-156588	Glucuronidation	4/123	18/6761	0.222222222222222	12.2149954832882	6.48509071353278	0.000261995539841303	0.00638146279184889	0.00559449122668648	Ugt1a6a/Ugt2a3/Ugt2b1/Ugt2b38	4	Liver	Female	WT	Down
R-MMU-9018677	Biosynthesis of DHA-derived SPMs	4/123	20/6761	0.2	10.9934959349594	6.09224771956102	0.00040330099739671	0.00916837600748522	0.00803771812355549	Cyp1a1/Cyp1a2/Cyp2e1/Hpgd	4	Liver	Female	WT	Down
R-MMU-9018678	Biosynthesis of specialized proresolving mediators (SPMs)	4/123	21/6761	0.19047619047619	10.4699961285327	5.91611735394986	0.000491231140120232	0.0104693636738125	0.00917826603908855	Cyp1a1/Cyp1a2/Cyp2e1/Hpgd	4	Liver	Female	WT	Down
R-MMU-390247	Beta-oxidation of very long chain fatty acids	3/123	11/6761	0.272727272727273	14.9911308203991	6.32127309252405	0.000871450642145056	0.0174802746453802	0.015324580951653	Acaa1b/Acox1/Ehhadh	3	Liver	Female	WT	Down
R-MMU-2142753	Arachidonic acid metabolism	5/123	44/6761	0.113636363636364	6.24630450849963	4.75225173880485	0.00113072643166712	0.0186179221680692	0.0163219320751093	Cyp1a1/Cyp1a2/Cyp4a10/Cyp4f14/Cyp8b1	5	Liver	Female	WT	Down
R-MMU-196071	Metabolism of steroid hormones	4/123	26/6761	0.153846153846154	8.45653533458412	5.18516085645949	0.00114377756811866	0.0186179221680692	0.0163219320751093	Hsd17b2/Hsd3b3/Hsd3b5/Stard4	4	Liver	Female	WT	Down
R-MMU-2129379	Molecules associated with elastic fibres	4/123	26/6761	0.153846153846154	8.45653533458412	5.18516085645949	0.00114377756811866	0.0186179221680692	0.0163219320751093	Bmp10/Bmp2/Fbln5/Itga8	4	Liver	Female	WT	Down
R-MMU-3000157	Laminin interactions	3/123	12/6761	0.25	13.7418699186992	6.01327901755806	0.00114655825668461	0.0186179221680692	0.0163219320751093	Col4a3/Col4a4/Col4a5	3	Liver	Female	WT	Down
